url,label,source
https://00-coveriy-tm.quest/th,0,1
https://000.9.019.09.ekurbani.com/,1,2
http://00000000883838383992929292222.ratingandreviews.in/,0,1
http://0000oo.myfreesites.net,1,2
http://0001.threepages.repl.co/,0,1
http://www.0283659.com,0,1
https://www.0283659.com,0,1
http://www.03513659.com,0,1
https://www.03513659.com,0,1
https://www.043200.vip,0,1
http://www.043200.vip,0,1
http://www.0432333.com,0,1
https://www.0432333.com,0,1
https://08bc6a65-b4ac-4851-9ce2-57302e775629.id.repl.co/,0,1
https://092-100505dh3e.weeblysite.com/,0,1
https://0d57bb68-1a9b-40be-b3b3-8dca6cf444d1.id.repl.co/,0,1
http://www.0uk.net/zaaqw/admin.php,1,2
https://0xm939ln.square.site/,0,1
http://1.bmo.com-onlinebanking-cgi-bin-netbnx-nbmain-product.22.00.1.00.11.000.11.00.verification.login.secured2.lenussadventure.com/BMO90900/,1,2
http://10000eth.net,1,2
https://10000eth.net,1,2
http://10000eth.net/,1,2
http://1000agres.pt/img/,1,2
http://www.1000agres.pt/img/,1,2
http://100btc.cash,1,2
https://100btc.cash,1,2
http://www.100clubchicago.org/asset/office/350/index.php,1,2
http://100withrow.com/taxandfunds/,1,2
http://114.115.214.106/instagram/,0,1
http://www.116-region.ru/wp-includes/capitalone360/fe3ffaf9fd4d58da65d987df9fcb7bca/,1,2
http://www.116-region.ru/wp-includes/capitalone360/fe3ffaf9fd4d58da65d987df9fcb7bca/info.html,1,2
http://www.116-region.ru/wp-includes/capitalone360/fe3ffaf9fd4d58da65d987df9fcb7bca/info2.html,1,2
http://11d409ae8e47-skirs.from-sd.com/all_stars/,0,1
http://www.11k365.cc/,0,1
http://12.228.222.210/css/a/b/do/,1,2
http://120.28.61.27/aims/files_uploaded/INBOX/GD/php/,1,2
http://12345.philrabin.com/account,1,2
http://www.123j123123.hostfree.pw,0,1
http://129.121.3.174/~upward1/wp-admin/network/Config/summary/96e01321f297e65a0d7912b25e8193acYTExMjRiODMxYzhkNDhkNWI4MmFmMWZiZTM1OTI5MmE=/myaccount/websc_login/,1,2
http://129.121.5.173/~partybus/wp-includes/pomo/info/,1,2
http://www.12yards.ru/wp-content/plugins/ups/ups/ups/UPS.htm,1,2
https://131.253.61.66/,1,2
https://131.253.61.96/,1,2
http://146.0.74.7/l7vogLG/BVZ99/rt170v/solocVI/eegL7p.php,1,2
http://148.251.82.21/Microsoft/Update/KS4567890.php,1,2
http://149.56.146.132/~wellsfargo0o/cgi-bin/wellsfargo.com-accountvalidation.billinginformations.html/,1,2
http://153284594738391.statictab.com/2506080,1,2
https://153284594738391.statictab.com/2506080,1,2
https://153284594738391.statictab.com/2506080?signed_request=vLSGIn9-mAPLo6LyP7j3KlFSRK21rVpIY43KPlBTDWI.eyJhbGdvcml0aG0iOiJITUFDLVNIQTI1NiIsImlzc3VlZF9hdCI6MTQxNjU0NDIzNywicGFnZSI6eyJpZCI6IjQ2MDk4ODc5NzI3ODA2NyIsImFkbWluIjpmYWxzZSwibGlrZWQiOnRydWV9LCJ1c,1,2
https://159.45.130.158/,1,2
http://161.113.4.71/1/2/br/,1,2
https://www.162699.com,0,1
http://164.132.50.144/module/272a5ad4a1b97a2ac874d6d3e5fff01d,1,2
http://164.132.50.144/module/d1967c99c0c7f9b468f2e08e59e41ffe,1,2
http://172.245.11.68/wp-content/upload/,1,2
http://176.103.62.14/upd/81/,1,2
http://176.32.230.52/rhauder.com/messenger,1,2
http://176.58.32.109/module/09e2a5987534a3f12a01504e2823f826,1,2
http://176.58.32.109/module/272a5ad4a1b97a2ac874d6d3e5fff01d,1,2
http://176.58.32.109/upd/51/,1,2
http://176.99.11.154/module/f247fc3bf2ec7b03598003cd23d7fc56,1,2
http://185.25.60.138/module/09e2a5987534a3f12a01504e2823f826,1,2
http://185.25.60.138/module/272a5ad4a1b97a2ac874d6d3e5fff01d,1,2
http://185.25.60.138/module/2f6421d9a99d75c5d153edda3f1fe5e3,1,2
http://185.25.60.138/module/6277503c3a8b611dd946f53260f4ebd6/,1,2
http://185.25.60.138/module/9079dae8e107342d8f3747fa74ab8a57/,1,2
http://185.25.60.138/module/b1fb4c0539e98672ebef31196f76cbd9,1,2
http://185.25.60.138/upd/8/,1,2
http://185.36.100.75/module/42fce8b5655355ccaae0d4d8b10f3ca5,1,2
http://185.36.100.75/module/6fa68d441c87e67e6814956e0128376f,1,2
http://185.36.100.75/module/96df1c84c7fb13e880e399f9627e0db0,1,2
http://185.36.100.75/module/d1967c99c0c7f9b468f2e08e59e41ffe/,1,2
http://185.36.102.105/module/272a5ad4a1b97a2ac874d6d3e5fff01d/,1,2
http://185.36.102.105/module/6277503c3a8b611dd946f53260f4ebd6/,1,2
http://185.36.102.105/module/9079dae8e107342d8f3747fa74ab8a57,1,2
http://185.36.102.105/upd/16,1,2
http://185.36.102.105/upd/18,1,2
http://185.36.102.105/upd/28!/,1,2
http://185.36.102.105/upd/60/,1,2
http://185.36.102.105/upd/63/,1,2
http://185.36.102.105/upd/9/,1,2
http://185.48.56.93/module/09e2a5987534a3f12a01504e2823f826,1,2
http://185.48.56.93/module/9079dae8e107342d8f3747fa74ab8a57,1,2
http://185.66.10.57/module/221680f17a95443c798c701eff36cbe6/,1,2
http://185.66.10.57/module/4c06c7a4c2bc6fb51cd998e9bbcf5846/,1,2
http://185.66.10.57/module/9f3359a7b12ceea791a4afc21a971152/,1,2
http://185.66.10.57/upd/2/,1,2
http://185.66.10.57/upd/5/,1,2
http://185.66.9.184/module/6fa68d441c87e67e6814956e0128376f,1,2
http://185.66.9.198/module/09e2a5987534a3f12a01504e2823f826,1,2
http://185.66.9.198/module/6fa68d441c87e67e6814956e0128376f,1,2
http://185.66.9.198/module/d1967c99c0c7f9b468f2e08e59e41ffe,1,2
http://185.82.216.182/module/6fa68d441c87e67e6814956e0128376f/,1,2
http://185.82.217.229/module/272a5ad4a1b97a2ac874d6d3e5fff01d,1,2
http://188.121.57.13/~tony0911/selector/customer_center/customer-IDPP00C266,1,2
http://188.127.230.5/module/272a5ad4a1b97a2ac874d6d3e5fff01d,1,2
http://188.129.246.244,1,2
http://188.165.28.225/module/272a5ad4a1b97a2ac874d6d3e5fff01d,1,2
http://188.165.28.225/module/2f6421d9a99d75c5d153edda3f1fe5e3/,1,2
http://188.40.8.72/l7vogLG/BVZ99/rt170v/solocVI/eegL7p.php,1,2
http://188bet25.com/,0,1
http://www.188bet25.com,0,1
http://188bet75.com/,0,1
https://www.188bet75.com,0,1
http://191.101.227.172/Portal-SantanderVanGogh/acesso/,1,2
http://192.185.216.91/~bookplay/wp-content/languages/plugins/Us/verify/data.us/data.verifyonline/details.goadx/B/,1,2
http://193.124.188.12/upd/81/,1,2
