url,label,http_status,is_active,has_redirect,error,url_length,hostname_length,path_length,query_length,domain_length,subdomain_length,tld_length,count_dot,count_hyphen,count_underline,count_slash,count_question,count_equal,count_at,count_and,count_exclamation,count_space,count_tilde,count_comma,count_plus,count_asterisk,count_hashtag,count_dollar,count_percent,count_digits,count_letters,count_special_chars,count_encoded_chars,count_subdomains,count_path_levels,count_query_params,has_ip_address,has_https,has_suspicious_tld,is_shortened,has_at_symbol,has_double_slash_in_path,has_sensitive_words,has_hex_encoding,has_port_in_url,has_query,has_fragment,ratio_digits_url,ratio_letters_url,ratio_special_chars_url,ratio_digits_hostname,ratio_digits_path,ratio_digits_query,entropy_url,entropy_hostname,entropy_path,entropy_query,entropy_domain,num_path_tokens,avg_path_token_length,max_path_token_length,num_domain_tokens,avg_domain_token_length,max_domain_token_length,num_hostname_tokens,avg_hostname_token_length,max_hostname_token_length,first_digit_index,first_letter_index,first_slash_index,last_slash_index,first_dot_index,last_dot_index,dns_a_presence,dns_a_count,dns_mx_presence,dns_mx_count,dns_txt_presence,dns_txt_count,dns_ns_presence,dns_ns_count,dns_spf_presence,dns_spf_count,dns_dkim_presence,dns_dkim_count,dns_dmarc_presence,dns_dmarc_count,dns_cname_presence,dns_cname_count,has_ssl,ssl_expiry_days,has_ssl_errors,has_mismatched_ssl,has_expired_ssl,has_self_signed_ssl,domain_age_days,time_to_expiration,redirect_count,final_url_diff,response_time,content_length,has_title,title_length,has_iframe,num_iframes,has_text_input,has_password_input,has_button,has_image,has_submit,has_link,num_links,num_images,num_scripts,has_javascript,has_favicon,num_a_tags,has_xss_protection,has_csp,has_hsts,has_x_frame_options,has_x_content_type_options,has_referrer_policy,has_feature_policy,has_cookie,has_http_only_cookie,has_secure_cookie,url_length,hostname_length,path_length,query_length,domain_length,subdomain_length,tld_length,count_dot,count_hyphen,count_underline,count_slash,count_question,count_equal,count_at,count_and,count_exclamation,count_space,count_tilde,count_comma,count_plus,count_asterisk,count_hashtag,count_dollar,count_percent,count_digits,count_letters,count_special_chars,count_encoded_chars,count_subdomains,count_path_levels,count_query_params,has_ip_address,has_https,has_suspicious_tld,is_shortened,has_at_symbol,has_double_slash_in_path,has_sensitive_words,has_hex_encoding,has_port_in_url,has_query,has_fragment,ratio_digits_url,ratio_letters_url,ratio_special_chars_url,ratio_digits_hostname,ratio_digits_path,ratio_digits_query,entropy_url,entropy_hostname,entropy_path,entropy_query,entropy_domain,num_path_tokens,avg_path_token_length,max_path_token_length,num_domain_tokens,avg_domain_token_length,max_domain_token_length,num_hostname_tokens,avg_hostname_token_length,max_hostname_token_length,first_digit_index,first_letter_index,first_slash_index,last_slash_index,first_dot_index,last_dot_index
https://www.hyderabadonline.in,1,403,1,0,,30,22,0,0,15,3,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.8333333333333334,0.1666666666666666,0.0,0.0,0.0,4.056564762130954,3.572623663895164,0.0,0.0,3.373557262275185,0,0,0,1,15.0,15,3,6.666666666666667,15,-1,0,6,7,11,27,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,83.0,0,0,0,0,7414.0,255.0,0,0,0.3640007972717285,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,30,22,0,0,15,3,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,4.056564762130955,3.5726236638951643,0.0,0.0,3.3735572622751855,0,0,0,1,15.0,15,3,6.666666666666667,15,-1,0,6,7,11,27
https://www.religionenlibertad.com,1,200,1,0,,34,26,0,0,18,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.8529411764705882,0.1470588235294117,0.0,0.0,0.0,4.175123135113461,3.767183467891461,0.0,0.0,3.3082708345352603,0,0,0,1,18.0,18,3,8.0,18,-1,0,6,7,11,30,1,4,1,1,1,5,1,4,1,1,1,1,1,1,0,0,1,247.0,0,0,0,0,6288.0,285.0,0,0,0.605299711227417,0.0,1,43,1,1,1,0,1,1,1,1,47,5,14,1,1,47,0,0,0,0,0,0,0,0,0,0,34,26,0,0,18,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.8529411764705882,0.14705882352941177,0.0,0.0,0.0,4.175123135113461,3.7671834678914613,0.0,0.0,3.3082708345352603,0,0,0,1,18.0,18,3,8.0,18,-1,0,6,7,11,30
https://www.sfnmjournal.com,1,403,1,0,,27,19,0,0,11,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.8148148148148148,0.1851851851851851,0.0,0.0,0.0,4.060262039120379,3.5766176449086675,0.0,0.0,3.2776134368191165,0,0,0,1,11.0,11,3,5.666666666666667,11,-1,0,6,7,11,23,1,2,0,0,1,2,1,3,0,0,0,0,0,0,0,0,1,88.0,0,0,0,0,6812.0,127.0,0,0,0.2645900249481201,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,27,19,0,0,11,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.8148148148148148,0.18518518518518517,0.0,0.0,0.0,4.060262039120377,3.576617644908666,0.0,0.0,3.277613436819116,0,0,0,1,11.0,11,3,5.666666666666667,11,-1,0,6,7,11,23
https://www.aoh61.com,1,200,1,1,,21,13,0,0,5,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0952380952380952,0.6666666666666666,0.238095238095238,0.1538461538461538,0.0,0.0,3.689703732199547,3.026986833359288,0.0,0.0,2.321928094887362,0,0,0,1,5.0,5,3,3.6666666666666665,5,15,0,6,7,11,17,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,84.0,0,0,0,0,0.0,0.0,1,1,0.7052023410797119,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,0,0,5,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.09523809523809523,0.6666666666666666,0.23809523809523808,0.15384615384615385,0.0,0.0,3.6897037321995474,3.0269868333592873,0.0,0.0,2.3219280948873626,0,0,0,1,5.0,5,3,3.6666666666666665,5,15,0,6,7,11,17
https://www.nerdscandy.com,1,200,1,0,,26,18,0,0,10,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.8076923076923077,0.1923076923076923,0.0,0.0,0.0,3.979097891134805,3.4613201402110083,0.0,0.0,2.9219280948873623,0,0,0,1,10.0,10,3,5.333333333333333,10,-1,0,6,7,11,22,1,1,0,0,1,3,1,6,0,0,0,0,0,0,0,0,1,177.0,0,0,0,0,6542.0,32.0,0,0,0.8782062530517578,0.0,1,19,1,1,0,0,1,1,0,1,33,20,30,1,1,34,0,0,0,1,1,0,0,0,0,0,26,18,0,0,10,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.8076923076923077,0.19230769230769232,0.0,0.0,0.0,3.9790978911348054,3.4613201402110088,0.0,0.0,2.9219280948873623,0,0,0,1,10.0,10,3,5.333333333333333,10,-1,0,6,7,11,22
https://www.saffronart.com,1,200,1,0,,26,18,0,0,10,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.8076923076923077,0.1923076923076923,0.0,0.0,0.0,3.796217602590056,3.350209029099897,0.0,0.0,2.721928094887362,0,0,0,1,10.0,10,3,5.333333333333333,10,-1,0,6,7,11,22,1,3,1,5,1,5,1,2,1,1,0,0,1,1,0,0,1,57.0,0,0,0,0,9359.0,502.0,0,0,0.926624059677124,0.0,1,61,1,1,0,0,0,0,0,0,0,0,12,1,1,0,0,0,1,0,1,0,0,1,1,0,26,18,0,0,10,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.8076923076923077,0.19230769230769232,0.0,0.0,0.0,3.7962176025900565,3.3502090290998976,0.0,0.0,2.7219280948873625,0,0,0,1,10.0,10,3,5.333333333333333,10,-1,0,6,7,11,22
https://www.aap.org,1,200,1,0,,19,11,0,0,3,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.7368421052631579,0.2631578947368421,0.0,0.0,0.0,3.4713544870139303,2.663532754804255,0.0,0.0,0.9182958340544896,0,0,0,1,3.0,3,3,3.0,3,-1,0,6,7,11,15,1,1,1,1,1,11,1,4,1,1,0,0,1,1,0,0,1,157.0,1,0,0,0,11084.0,239.0,0,0,1.083808183670044,0.0,1,10,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,1,0,1,1,0,1,1,1,19,11,0,0,3,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.7368421052631579,0.2631578947368421,0.0,0.0,0.0,3.4713544870139295,2.663532754804255,0.0,0.0,0.9182958340544896,0,0,0,1,3.0,3,3,3.0,3,-1,0,6,7,11,15
https://www.globalreporting.org,1,200,1,0,,31,23,0,0,15,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.8387096774193549,0.1612903225806451,0.0,0.0,0.0,3.9292144551992174,3.522711955680758,0.0,0.0,3.373557262275185,0,0,0,1,15.0,15,3,7.0,15,-1,0,6,7,11,27,1,3,1,2,1,2,1,2,1,1,0,0,1,1,0,0,1,55.0,0,0,0,0,9626.0,235.0,0,0,0.8925979137420654,0.0,1,10,1,1,0,0,1,1,0,1,1,1,9,1,1,1,0,0,0,1,0,0,0,1,1,0,31,23,0,0,15,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.8387096774193549,0.16129032258064516,0.0,0.0,0.0,3.929214455199219,3.522711955680758,0.0,0.0,3.3735572622751855,0,0,0,1,15.0,15,3,7.0,15,-1,0,6,7,11,27
https://www.voicefmradio.co.uk,1,200,1,0,,30,22,0,0,12,3,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.8,0.2,0.0,0.0,0.0,4.164735178725505,3.629219686524096,0.0,0.0,3.2516291673878226,0,0,0,1,12.0,12,4,4.75,12,-1,0,6,7,11,27,1,1,1,1,1,5,1,3,1,1,0,0,1,1,0,0,1,139.0,0,0,0,0,5525.0,683.0,0,0,1.812013864517212,0.0,1,20,0,0,0,0,1,1,0,1,42,4,8,1,1,42,0,0,0,1,1,0,0,0,0,0,30,22,0,0,12,3,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.8,0.2,0.0,0.0,0.0,4.164735178725505,3.629219686524097,0.0,0.0,3.2516291673878226,0,0,0,1,12.0,12,4,4.75,12,-1,0,6,7,11,27
https://www.socialpolicy.org,1,200,1,0,,28,20,0,0,12,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.8214285714285714,0.1785714285714285,0.0,0.0,0.0,3.896291529045928,3.446439344671015,0.0,0.0,2.918295834054489,0,0,0,1,12.0,12,3,6.0,12,-1,0,6,7,11,24,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,1,34.0,0,0,0,0,10698.0,260.0,0,0,0.9830427169799804,14486.0,1,57,0,0,0,0,0,1,1,1,42,12,15,1,1,42,0,0,1,0,0,0,0,1,1,0,28,20,0,0,12,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.8214285714285714,0.17857142857142858,0.0,0.0,0.0,3.8962915290459277,3.4464393446710155,0.0,0.0,2.918295834054489,0,0,0,1,12.0,12,3,6.0,12,-1,0,6,7,11,24
